arquivo,titulo,subtitulo,data_publicacao,data_atualizacao,tags,dateline,nome_operacao_encontrado,identidade_canonica,classificacao,crimes_mais_presentes,modus_operandi,fonte_classificacao,confianca_regex
pf-faz-prisao-em-operacao-para-investigar-a-comercializacao-de-cigarros-eletronicos-568e59a0.md,PF faz prisão em operação para investigar a comercialização de cigarros eletrônicos,Policiais cumpriram um mandado de busca e apreensão em Maceió,26/08/2025,,"[""Alagoas"", ""Operação PF""]",Maceió/AL.,Poison Steam,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""comercializacao""]",regex,0.95
pf-faz-prisao-em-operacao-para-reprimir-crimes-relacionados-a-abuso-sexual-infantil-no-maranhao-f9fd2416.md,PF faz prisão em operação para reprimir crimes relacionados a abuso sexual infantil no Maranhão,Suspeito compartilhava e vendia imagens com esse tipo de conteúdo,24/07/2024,,"[""Maranhão"", ""Operação PF""]",São Luís/MA.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-faz-reprime-associacao-criminosa-especializada-em-golpes-contra-correntistas-da-caixa-770a4799.md,PF reprime associação criminosa especializada em golpes contra correntistas da Caixa,Operação 0800 Linha Cruzada cumpre mandados de prisão e de busca,03/02/2026,03/02/2026,"[""Distrito Federal"", ""Operação PF""]",Brasília/DF.,,crimes_ciberneticos_financeiros,Por crime,"[""crimes_ciberneticos_financeiros"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
pf-faz-tres-prisoes-em-operacao-de-repressao-ao-contrabando-de-cigarros-ba9f5b2c.md,PF faz três prisões em operação de repressão ao contrabando de cigarros,"Além das prisões, foram cumpridos sete mandados de busca e apreensão no interior do Paraná",05/08/2025,,"[""Paraná"", ""Operação PF""]",Guarapuava/PR.,Brasa Fria,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-fecha-cinco-garimpos-ilegais-de-ouro-no-nordeste-do-para-42d132d7.md,PF fecha cinco garimpos ilegais de ouro no nordeste do Pará,"Com apoio do Ibama, operação cumpriu dois mandados de busca e apreensão e inutilizou máquinas em Cachoeira do Piriá/PA",03/09/2025,,"[""Operação PF"", ""Polícia Federal"", ""Pará""]",Belém/PA.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao"", ""cooperacao_interagencias""]",regex,0.95
pf-fecha-estufa-clandestina-utilizada-para-cultivo-de-maconha-8caf9366.md,PF fecha estufa clandestina utilizada para cultivo de maconha,Operação Evil Harvest desarticula grupo criminoso de tráfico de entorpecente instalado em Londrina/PR,31/12/2021,03/02/2023,"[""Operação PF"", ""Destaque"", ""Tráfico de drogas""]",,Evil Harvest,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
pf-fecha-garimpo-ilegal-de-ouro-em-rio-maria-pa-8e17fbea.md,PF fecha garimpo ilegal de ouro em Rio Maria/PA,Seis trabalhadores em condições degradantes foram liberados,04/04/2024,,"[""Pará"", ""Operação PF""]",Redenção/PA.,,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""exploracao_pessoas""]",[],regex,0.95
pf-fecha-garimpos-ilegais-e-inutiliza-maquinarios-no-para-61b3fd74.md,PF fecha garimpos ilegais e inutiliza maquinários no Pará,Área de garimpagem ilegal supera 22 hectares,17/04/2024,,"[""Pará"", ""Operação PF"", ""Garimpo ilegal"", ""Destaque""]",Marabá/PA.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao""]",regex,0.95
pf-fecha-garimpos-reincidentes-em-curionopolis-pa-64cd4fa9.md,PF fecha garimpos reincidentes em Curionópolis/PA,A região já havia sido alvo de operação em abril deste ano,15/07/2024,15/07/2024,"[""Pará"", ""Operação PF"", ""Garimpo ilegal"", ""Destaque""]",Marabá/PA.,Novo Eldorado,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-fecha-laboratorio-grafico-que-produzia-dinheiro-falso-no-rio-grande-do-sul-9fdb5815.md,PF fecha laboratório gráfico que produzia dinheiro falso no Rio Grande do Sul,Laboratório já teria colocado em circulação cerca de R$ 2 milhões em dinheiro falsificado. Polícia Federal também prende em flagrante chefe de organização criminosa que comandava o esquema de falsificação,30/07/2020,24/01/2023,"[""Operação PF"", ""Rio Grande do Sul"", ""falsificação de moedas"", ""laboratório gráfico de produção de notas de Real falsificadas"", ""organização criminosa"", ""Destaque"", ""Polícia Federal""]",,Pirita,crime_falsificacoes,Por crime,"[""falsificacoes"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
pf-fecha-radio-clandestina-localizada-nos-fundos-de-igreja-6879809b.md,PF fecha rádio clandestina localizada nos fundos de igreja,"No momento da ação, a rádio estava em pleno funcionamento",29/08/2022,29/08/2022,"[""Operação PF"", ""Anatel"", ""Rádio Clandestina"", ""Rio de Janeiro""]",Rio de Janeiro/RJ.,,crime_radiodifusao_irregular,Por crime,"[""radiodifusao_irregular"", ""desenvolvimento_clandestino_atividade_telecomunicacao""]","[""busca_apreensao""]",regex,0.95
pf-fecha-serrarias-ilegais-em-operacao-no-sudoeste-paraense-8482fd6c.md,PF fecha serrarias ilegais em operação no sudoeste paraense,Desmatamento ilegal explorava florestas públicas sem autorização e madeira era vendida de forma clandestina,23/10/2024,,"[""Pará"", ""Operação PF""]",Altamira/PA.,,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""falsificacoes"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-ficco-pr-e-bpfron-pmpr-deflagram-operacao-conjunta-contra-organizacao-criminosa-739bd448.md,"PF, FICCO/PR e BPFRON/PMPR deflagram operação conjunta contra organização criminosa",Grupo investigado é especializado no tráfico internacional de drogas,14/12/2023,,"[""Paraná"", ""Operação PF"", ""Guaíra""]",Guaíra/PR.,Cidade Sitiada,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""fronteira_transnacional"", ""cooperacao_interagencias""]",regex,0.95
pf-finaliza-a-operacao-bigua-de-combate-ao-trafico-no-litoral-de-santa-catarina-d8ac6bb7.md,PF finaliza a Operação Biguá de combate ao tráfico no litoral de Santa Catarina,"Dentre as ações, estão a intensificação dos patrulhamentos em regiões portuárias e a realização de mergulhos táticos para varredura antidrogas em cascos de grandes embarcações que estão fundeadas",14/07/2023,,"[""SC"", ""Polícia Federal"", ""Operação PF"", ""Combate ao Tráfico""]",Florianópolis/SC -,Bigua,crime_trafico_drogas,Por crime,"[""trafico_drogas""]","[""combate_financeiro"", ""busca_apreensao""]",llm,0.68
pf-fiscaliza-empresas-de-curso-de-formacao-de-vigilantes-em-todo-o-brasil-162461ec.md,PF fiscaliza empresas de curso de formação de vigilantes em todo o Brasil,"Ao longo do dia, serão fiscalizadas 287 das 323 escolas de formação de profissionais de segurança privada no país.",07/05/2025,07/05/2025,"[""Operação PF"", ""cursos de formação de vigilantes"", ""Distrito Federal""]",Brasília/DF.,Formacao Legal IV,crime_seguranca_privada_irregular,Por crime,"[""seguranca_privada_irregular""]","[""fiscalizacao""]",regex,0.95
pf-fiscaliza-instrutores-de-armamento-e-tiro-credenciados-em-clubes-de-tiro-40f6b432.md,"PF fiscaliza instrutores de armamento e tiro credenciados, em clubes de tiro",PF realiza vistoria em mais de 130 locais credenciados,24/01/2020,23/01/2023,"[""Operação PF"", ""vistoria"", ""Fiscalização"", ""Novo Sistema Nacional de Armas"", ""instrutor de armamento e tiro""]","Haverá coletiva às 11 h, na sede da Superintendência da PF em São Paulo (rua Hugo D'antola, 95)",,noticia_sem_crime_especifico,Outras,[],"[""fiscalizacao""]",llm,0.0
pf-fiscaliza-seguranca-privada-durante-festas-juninas-no-ceara-ecdd3348.md,PF fiscaliza segurança privada durante festas juninas no Ceará,"Na ação, empresas irregulares foram encerradas",10/07/2025,,"[""Operação PF"", ""Pol´ícia Federal"", ""Festa juninas"", ""Irregularidades"", ""Fiscalização""]",Fortaleza/CE.,Sao Joao 2025,crime_seguranca_privada_irregular,Por crime,"[""seguranca_privada_irregular""]","[""fiscalizacao""]",regex,0.905
pf-fiscaliza-seguranca-privada-em-pernambuco-3e90db09.md,PF fiscaliza segurança privada em Pernambuco,"Ação realizada, em Camocim de São Félix, reforça o cumprimento do novo Estatuto da Segurança Privada e combate atuação clandestina em eventos públicos",28/01/2026,28/01/2026,"[""Operação PF"", ""Segurança Privada"", ""Pernambuco""]",Recife/PE,,crime_seguranca_privada_irregular,Por crime,"[""seguranca_privada_irregular""]","[""fiscalizacao""]",regex,0.95
pf-funai-e-forca-nacional-realizam-operacao-em-terra-indigena-invadida-845af2a4.md,"PF, FUNAI e Força Nacional realizam operação em terra indígena invadida",Cerca de 50 profissionais federais foram deslocados para a área invadida e para o cumprimento de dois mandados de busca e apreensão. Uma pessoa foi presa em flagrante.,28/01/2024,,"[""Operação PF"", ""Rondônia""]",,Tapunhas,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""cooperacao_interagencias""]",regex,0.945
pf-funai-e-ibama-deflagram-operacao-contra-garimpo-ilegal-no-rio-guapore-ro-66467046.md,"PF, Funai e Ibama deflagram operação contra garimpo ilegal no Rio Guaporé/RO",Operação Baía das Onças inutiliza draga de extração clandestina de diamantes em terra indígena na fronteira com a Bolívia,28/01/2026,28/01/2026,"[""Operação PF"", ""Rondônia""]",Guajará-Mirim/RO.,Baia,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias"", ""fronteira_transnacional""]",regex,0.95
pf-funai-e-sesai-apuram-denuncias-de-crimes-em-aldeia-indigena-d5267dce.md,"PF, MPF, FUNAI e SESAI apuram denúncias de crimes em aldeia indígena na região dos Waikás","Equipes de servidores se deslocaram até a aldeia Arakaça, para investigarem denúncias de eventuais crimes que teriam como vítimas mulheres e crianças da localidade.",29/04/2019,07/11/2022,"[""Polícia Federal"", ""Operação PF"", ""tribo indígena"", ""Região dos Waikás"", ""Aldeia Arakaça"", ""Funai"", ""Sesai"", ""Destaque""]",Brasília/DF -,,crime_homicidio,Por crime,"[""homicidio""]","[""cooperacao_interagencias"", ""resgate_vitimas""]",regex,0.913
pf-gaeco-e-pm-sp-deflagram-operacao-contra-trafico-de-entorpecentes-e-organizacao-criminosa-aacf483f.md,"PF, GAECO e PM/SP deflagram operação contra tráfico de entorpecentes e organização criminosa","""Operação Broca"" cumpre 11 mandados de busca e apreensão: sete em Campinas/SP e quatro em Boituva/SP",27/07/2023,,"[""SP"", ""Operação PF""]",Sorocaba/SP.,Broca,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias""]",regex,0.95
pf-gaeco-mpf-e-ministerio-da-previdencia-deflagram-operacao-contra-fraudes-previdenciarias-na-bahia-c19575ee.md,"PF, GAECO/MPF e Ministério da Previdência deflagram operação contra fraudes previdenciárias na Bahia","Os envolvidos podem responder pela prática dos crimes de estelionato, organização criminosa e inserção de dados falsos em sistema de informações",03/12/2024,03/12/2024,"[""Bahia"", ""Operação PF""]",Salvador/BA.,De Volta Para,crime_fraude_previdenciaria,Por crime,"[""fraude_previdenciaria"", ""crimes_ciberneticos_financeiros"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias"", ""desarticulacao_rede""]",regex,0.95
pf-gaeco-pm-pmr-e-prf-deflagram-operacao-para-desarticular-associacao-criminosa-4d629869.md,"PF, GAECO, PM, PMR e PRF deflagram operação para desarticular associação criminosa",A associação criminosa atuava entre a região da Grande São Paulo e Campinas,03/09/2024,,"[""Operação PF"", ""roubo de carga"", ""São Paulo""]",Campinas/SP.,Vitreum,crimes_armas,Por crime,"[""crimes_armas"", ""roubo_furto"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias"", ""resgate_vitimas"", ""desarticulacao_rede""]",regex,0.95
pf-ibama-e-bpma-combatem-comercio-ilegal-de-animais-silvestres-ameacados-de-extincao-f27a6aa6.md,"PF, IBAMA e BPMA combatem comércio ilegal de animais silvestres ameaçados de extinção","Durante as buscas, aves foram apreendidas",26/09/2024,,"[""Operação PF"", ""Espírito Santo"", ""Tráfico de animais""]",Vitória/ES.,,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""crimes_ambientais"", ""roubo_furto""]","[""busca_apreensao"", ""comercializacao"", ""fiscalizacao"", ""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-funai-combatem-a-mineracao-ilegal-na-terra-indigena-kayabi-mt-85373a63.md,"PF, Ibama e Funai combatem a mineração ilegal na Terra Indígena Kayabi/MT",O prejuízo estimado à atividade foi de aproximadamente R$ 15 milhões,02/04/2025,,"[""Operação PF"", ""Polícia Federal"", ""Ibama"", ""Funai"", ""Mineração Ilegal"", ""Terra Indígena Kayabi"", ""Mato Grosso""]",Sinop/MT.,Kuri,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-funai-deflagram-operacao-contra-garimpo-ilegal-em-areas-de-povos-indigenas-isolados-6544dfa0.md,"PF, IBAMA e FUNAI deflagram operação contra garimpo ilegal em áreas de povos indígenas isolados","O local da deflagração da Operação Nindaid Isquim é a segunda maior terra indígena do Brasil, e concentra a maior população de indígenas isolados do mundo",28/04/2025,01/05/2025,"[""Polícia Federal"", ""Operação PF"", ""Amazonas""]",Tabatinga/AM,Nindaid Isquim,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""ameaca"", ""organizacao_criminosa""]","[""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-funai-reprimem-garimpo-ilegal-no-amazonas-f3d6bda0.md,"PF, Ibama e Funai reprimem garimpo ilegal no Amazonas",Operação Solo Limpo resultou na inutilização de mais de 15 dragas e na proteção de terras indígenas na região do Rio Jandiatuba,27/03/2026,27/03/2026,"[""Operação PF"", ""Garimpo Ilegal"", ""Amazonas""]",Manaus/AM.,Solo Limpo,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-icmbio-deflagram-operacao-para-coibir-a-pesca-ilegal-de-camarao-em-angra-dos-reis-rj-0021632e.md,"PF, IBAMA e ICMBio deflagram operação para coibir a pesca ilegal de camarão em Angra dos Reis/RJ","Ao todo, foram apreendidos 9 kg de camarão",29/04/2019,07/11/2022,"[""Operação PF"", ""Destaque"", ""Pesca ilegal""]",Comunicação Social da Polícia Federal no Rio de Janeiro,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-icmbio-desmontam-garimpos-ilegais-no-parque-nacional-do-juruena-mt-8335a18d.md,"PF, IBAMA e ICMBio desmontam garimpos ilegais no Parque Nacional do Juruena/MT","Durante as ações, o presidente de uma cooperativa de garimpeiros foi preso",04/08/2023,04/08/2023,"[""MT"", ""Operação PF"", ""Garimpo Ilegal""]",Sinop/MT,Ibi-Coroc,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""ameaca"", ""organizacao_criminosa""]","[""prisao"", ""atuacao_online"", ""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-ima-combatem-crimes-ambientais-em-santa-catarina-283d6572.md,"PF, IBAMA e IMA combatem crimes ambientais em Santa Catarina","Foi cumprido mandado de busca e apreensão na residência do investigado, na cidade de Blumenau/SC",28/08/2025,28/08/2025,"[""Santa Catarina"", ""Operação PF""]",Florianópolis/SC.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao"", ""fiscalizacao"", ""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-marinha-do-brasil-realizam-operacao-conjunta-de-combate-a-pesca-ilegal-em-area-protegida-no-litoral-catarinense-92f260e9.md,"PF, IBAMA e Marinha do Brasil realizam operação conjunta de combate à pesca ilegal em área protegida no litoral catarinense","Na operação foram realizadas 14 prisões em flagrante, apreendidas 60 toneladas de pescado e 14 embarcações, além da lavratura de diversas autuações e multas administrativas por infrações ambientais",30/09/2025,,"[""Santa Catarina"", ""Operação PF""]",Itajaí/SC.,Saragaco,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""fiscalizacao"", ""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-policia-civil-combatem-a-pesca-irregular-no-periodo-do-defeso-no-litoral-paranaense-b27560cc.md,"PF, IBAMA e Polícia Civil combatem a pesca irregular no período do defeso no litoral paranaense",Operação Decápoda apreende cerca de 37 toneladas de camarão e alguns pescados,11/03/2020,23/01/2023,"[""Operação PF"", ""Pesca ilegal"", ""Período do defeso""]",,Decapoda,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
pf-ibama-e-sedam-ro-deflagram-a-operacao-hefesto-em-combate-a-crimes-ambientais-0b21b4a5.md,"PF, Ibama e SEDAM/RO deflagram a Operação Hefesto em combate a crimes ambientais",A ação tem como objetivo prevenir e combater violações ambientais e apropriação indevida de recursos da União,20/03/2025,20/03/2025,"[""Operação PF"", ""Polícia Federal"", ""Ibama"", ""SECAM/RO"", ""crimes ambientais"", ""extração ilegal"", ""Rio Madeira"", ""Rondônia""]",Porto Velho/RO.,Hefesto,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
